-5 	 -5.69427e-05 	 3.72665e-06
-4.9 	 -0.000255808 	 6.11357e-06
-4.8 	 -0.000582309 	 9.9295e-06
-4.7 	 -0.00092551 	 1.59668e-05
-4.6 	 -0.0012077 	 2.54193e-05
-4.5 	 -0.00138338 	 4.00653e-05
-4.4 	 -0.00143588 	 6.25215e-05
-4.3 	 -0.00137176 	 9.65934e-05
-4.2 	 -0.00121359 	 0.000147748
-4.1 	 -0.00099167 	 0.000223746
-4 	 -0.000735396 	 0.000335463
-3.9 	 -0.000465072 	 0.000497955
-3.8 	 -0.000184844 	 0.000731802
-3.7 	 0.000122711 	 0.00106477
-3.6 	 0.000499963 	 0.00153381
-3.5 	 0.00101553 	 0.00218749
-3.4 	 0.00176366 	 0.00308872
-3.3 	 0.00286219 	 0.00431784
-3.2 	 0.00444969 	 0.00597602
-3.1 	 0.00668255 	 0.0081887
-3 	 0.00973285 	 0.011109
-2.9 	 0.0137874 	 0.0149208
-2.8 	 0.0190483 	 0.0198411
-2.7 	 0.0257356 	 0.0261214
-2.6 	 0.0340901 	 0.0340475
-2.5 	 0.0443771 	 0.0439369
-2.4 	 0.0568889 	 0.0561348
-2.3 	 0.0719448 	 0.0710054
-2.2 	 0.0898873 	 0.0889216
-2.1 	 0.111073 	 0.110251
-2 	 0.135858 	 0.135335
-1.9 	 0.164576 	 0.164474
-1.8 	 0.197513 	 0.197899
-1.7 	 0.234875 	 0.235746
-1.6 	 0.276753 	 0.278037
-1.5 	 0.323095 	 0.324652
-1.4 	 0.373673 	 0.375311
-1.3 	 0.428059 	 0.429557
-1.2 	 0.485615 	 0.486752
-1.1 	 0.545493 	 0.546074
-1 	 0.606643 	 0.606531
-0.9 	 0.667847 	 0.666977
-0.8 	 0.727752 	 0.726149
-0.7 	 0.784926 	 0.782705
-0.6 	 0.837919 	 0.83527
-0.5 	 0.885326 	 0.882497
-0.4 	 0.92585 	 0.923116
-0.3 	 0.958368 	 0.955997
-0.2 	 0.981978 	 0.980199
-0.1 	 0.99604 	 0.995012
-1.02696e-15 	 1.0002 	 1
0.1 	 0.994416 	 0.995012
0.2 	 0.978917 	 0.980199
0.3 	 0.954221 	 0.955997
0.4 	 0.921081 	 0.923116
0.5 	 0.880453 	 0.882497
0.6 	 0.833446 	 0.83527
0.7 	 0.781279 	 0.782705
0.8 	 0.72523 	 0.726149
0.9 	 0.666591 	 0.666977
1 	 0.606627 	 0.606531
1.1 	 0.546542 	 0.546074
1.2 	 0.487441 	 0.486752
1.3 	 0.430307 	 0.429557
1.4 	 0.375981 	 0.375311
1.5 	 0.325139 	 0.324652
1.6 	 0.278292 	 0.278037
1.7 	 0.235775 	 0.235746
1.8 	 0.197756 	 0.197899
1.9 	 0.164252 	 0.164474
2 	 0.135139 	 0.135335
2.1 	 0.110186 	 0.110251
2.2 	 0.0890752 	 0.0889216
2.3 	 0.0714337 	 0.0710054
2.4 	 0.0568592 	 0.0561348
2.5 	 0.044944 	 0.0439369
2.6 	 0.0352942 	 0.0340475
2.7 	 0.0275441 	 0.0261214
2.8 	 0.0213651 	 0.0198411
2.9 	 0.0164699 	 0.0149208
3 	 0.0126135 	 0.011109
3.1 	 0.00959084 	 0.0081887
3.2 	 0.00723312 	 0.00597602
3.3 	 0.00540298 	 0.00431784
3.4 	 0.00398976 	 0.00308872
3.5 	 0.00290487 	 0.00218749
3.6 	 0.00207771 	 0.00153381
3.7 	 0.00145225 	 0.00106477
3.8 	 0.00098415 	 0.000731802
3.9 	 0.000638419 	 0.000497955
4 	 0.000387568 	 0.000335463
4.1 	 0.000210076 	 0.000223746
4.2 	 8.91645e-05 	 0.000147748
4.3 	 1.17934e-05 	 9.65934e-05
4.4 	 -3.21554e-05 	 6.25215e-05
4.5 	 -5.0541e-05 	 4.00653e-05
4.6 	 -4.94971e-05 	 2.54193e-05
4.7 	 -3.38541e-05 	 1.59668e-05
4.8 	 -7.46707e-06 	 9.9295e-06
4.9 	 2.65355e-05 	 6.11357e-06
5 	 6.55693e-05 	 3.72665e-06
