-10 	 0.0402412
-9.998 	 0.042233
-9.996 	 0.044223
-9.994 	 0.0462112
-9.992 	 0.0481976
-9.99 	 0.0501821
-9.988 	 0.0521646
-9.986 	 0.054145
-9.984 	 0.0561232
-9.982 	 0.0580992
-9.98 	 0.0600729
-9.978 	 0.0620441
-9.976 	 0.0640129
-9.974 	 0.0659792
-9.972 	 0.0679428
-9.97 	 0.0699037
-9.968 	 0.0718618
-9.966 	 0.073817
-9.964 	 0.0757693
-9.962 	 0.0777186
-9.96 	 0.0796648
-9.958 	 0.0816078
-9.956 	 0.0835476
-9.954 	 0.085484
-9.952 	 0.087417
-9.95 	 0.0893466
-9.948 	 0.0912726
-9.946 	 0.0931949
-9.944 	 0.0951136
-9.942 	 0.0970285
-9.94 	 0.0989395
-9.938 	 0.100847
-9.936 	 0.10275
-9.934 	 0.104649
-9.932 	 0.106543
-9.93 	 0.108434
-9.928 	 0.11032
-9.926 	 0.112202
-9.924 	 0.11408
-9.922 	 0.115953
-9.92 	 0.117821
-9.918 	 0.119685
-9.916 	 0.121543
-9.914 	 0.123398
-9.912 	 0.125247
-9.91 	 0.127091
-9.908 	 0.12893
-9.906 	 0.130764
-9.904 	 0.132593
-9.902 	 0.134417
-9.9 	 0.136235
-9.898 	 0.138048
-9.896 	 0.139855
-9.894 	 0.141657
-9.892 	 0.143454
-9.89 	 0.145244
-9.888 	 0.147029
-9.886 	 0.148808
-9.884 	 0.150581
-9.882 	 0.152349
-9.88 	 0.15411
-9.878 	 0.155865
-9.876 	 0.157614
-9.874 	 0.159357
-9.872 	 0.161093
-9.87 	 0.162823
-9.868 	 0.164547
-9.866 	 0.166264
-9.864 	 0.167975
-9.862 	 0.169679
-9.86 	 0.171376
-9.858 	 0.173066
-9.856 	 0.17475
-9.854 	 0.176427
-9.852 	 0.178097
-9.85 	 0.17976
-9.848 	 0.181415
-9.846 	 0.183064
-9.844 	 0.184705
-9.842 	 0.186339
-9.84 	 0.187966
-9.838 	 0.189586
