#x 	 y(x) 	 y'(x) 
3.26741 -0.125489 -0.992095
3.2693 -0.127364 -0.991856
3.27119 -0.129239 -0.991613
3.27308 -0.131114 -0.991367
3.27497 -0.132988 -0.991118
3.27686 -0.134861 -0.990865
3.27875 -0.136734 -0.990608
3.28065 -0.138607 -0.990347
3.28254 -0.140479 -0.990084
3.28443 -0.14235 -0.989816
3.28632 -0.144222 -0.989545
3.28821 -0.146092 -0.989271
3.2901 -0.147962 -0.988993
3.29199 -0.149832 -0.988712
3.29388 -0.151701 -0.988426
3.29577 -0.153569 -0.988138
3.29766 -0.155437 -0.987846
3.29955 -0.157304 -0.98755
3.30144 -0.159171 -0.987251
3.30333 -0.161037 -0.986948
3.30522 -0.162903 -0.986642
3.30711 -0.164768 -0.986332
3.309 -0.166632 -0.986019
3.31089 -0.168496 -0.985702
3.31279 -0.170359 -0.985382
3.31468 -0.172222 -0.985058
3.31657 -0.174084 -0.984731
3.31846 -0.175946 -0.9844
3.32035 -0.177806 -0.984066
3.32224 -0.179666 -0.983728
3.32413 -0.181526 -0.983386
3.32602 -0.183385 -0.983041
3.32791 -0.185243 -0.982693
3.3298 -0.187101 -0.982341
3.33169 -0.188957 -0.981985
3.33358 -0.190814 -0.981626
3.33547 -0.192669 -0.981264
3.33736 -0.194524 -0.980898
3.33925 -0.196378 -0.980528
3.34114 -0.198231 -0.980155
3.34303 -0.200084 -0.979779
3.34493 -0.201936 -0.979399
3.34682 -0.203787 -0.979015
3.34871 -0.205638 -0.978628
3.3506 -0.207488 -0.978238
3.35249 -0.209337 -0.977844
3.35438 -0.211185 -0.977446
3.35627 -0.213033 -0.977045
3.35816 -0.21488 -0.976641
3.36005 -0.216726 -0.976233
3.36194 -0.218571 -0.975821
3.36383 -0.220415 -0.975406
3.36572 -0.222259 -0.974988
3.36761 -0.224102 -0.974566
3.3695 -0.225944 -0.97414
3.37139 -0.227785 -0.973711
3.37328 -0.229626 -0.973279
3.37517 -0.231465 -0.972843
3.37707 -0.233304 -0.972404
3.37896 -0.235142 -0.971961
3.38085 -0.236979 -0.971515
3.38274 -0.238816 -0.971065
3.38463 -0.240651 -0.970612
3.38652 -0.242486 -0.970155
3.38841 -0.24432 -0.969695
3.3903 -0.246152 -0.969231
3.39219 -0.247984 -0.968764
3.39408 -0.249815 -0.968293
3.39597 -0.251646 -0.967819
3.39786 -0.253475 -0.967342
3.39975 -0.255303 -0.966861
3.40164 -0.257131 -0.966377
3.40353 -0.258957 -0.965889
3.40542 -0.260783 -0.965397
3.40731 -0.262608 -0.964903
3.4092 -0.264431 -0.964404
3.4111 -0.266254 -0.963903
3.41299 -0.268076 -0.963398
3.41488 -0.269897 -0.962889
3.41677 -0.271717 -0.962377
3.41866 -0.273536 -0.961862
3.42055 -0.275354 -0.961343
3.42244 -0.277171 -0.960821
3.42433 -0.278987 -0.960295
3.42622 -0.280802 -0.959766
3.42811 -0.282616 -0.959233
3.43 -0.284429 -0.958697
3.43189 -0.286241 -0.958158
3.43378 -0.288052 -0.957615
3.43567 -0.289862 -0.957068
3.43756 -0.291671 -0.956519
3.43945 -0.293479 -0.955966
3.44134 -0.295286 -0.955409
3.44324 -0.297091 -0.954849
3.44513 -0.298896 -0.954286
3.44702 -0.3007 -0.953719
3.44891 -0.302502 -0.953149
3.4508 -0.304304 -0.952575
3.45269 -0.306104 -0.951998
3.45458 -0.307903 -0.951418
3.45647 -0.309701 -0.950834
3.45836 -0.311499 -0.950247
3.46025 -0.313294 -0.949656
3.46214 -0.315089 -0.949062
3.46403 -0.316883 -0.948465
3.46592 -0.318676 -0.947864
3.46781 -0.320467 -0.94726
3.4697 -0.322257 -0.946652
3.47159 -0.324047 -0.946041
3.47348 -0.325835 -0.945427
3.47538 -0.327621 -0.944809
3.47727 -0.329407 -0.944188
3.47916 -0.331192 -0.943564
3.48105 -0.332975 -0.942936
3.48294 -0.334757 -0.942305
3.48483 -0.336538 -0.94167
3.48672 -0.338318 -0.941032
3.48861 -0.340096 -0.940391
3.4905 -0.341873 -0.939746
3.49239 -0.343649 -0.939098
3.49428 -0.345424 -0.938447
3.49617 -0.347198 -0.937792
3.49806 -0.34897 -0.937134
3.49995 -0.350741 -0.936472
3.50184 -0.352511 -0.935808
3.50373 -0.35428 -0.93514
3.50562 -0.356047 -0.934468
3.50752 -0.357813 -0.933793
3.50941 -0.359578 -0.933115
3.5113 -0.361341 -0.932434
3.51319 -0.363104 -0.931749
3.51508 -0.364864 -0.931061
3.51697 -0.366624 -0.930369
3.51886 -0.368382 -0.929674
3.52075 -0.370139 -0.928976
3.52264 -0.371895 -0.928275
3.52453 -0.373649 -0.92757
3.52642 -0.375402 -0.926862
3.52831 -0.377154 -0.926151
3.5302 -0.378904 -0.925436
3.53209 -0.380653 -0.924718
3.53398 -0.382401 -0.923997
3.53587 -0.384147 -0.923272
3.53776 -0.385892 -0.922544
3.53966 -0.387635 -0.921813
3.54155 -0.389377 -0.921078
3.54344 -0.391118 -0.920341
3.54533 -0.392857 -0.919599
3.54722 -0.394595 -0.918855
3.54911 -0.396332 -0.918107
3.551 -0.398067 -0.917356
3.55289 -0.3998 -0.916602
3.55478 -0.401532 -0.915845
3.55667 -0.403263 -0.915084
3.55856 -0.404993 -0.91432
3.56045 -0.40672 -0.913553
3.56234 -0.408447 -0.912782
3.56423 -0.410172 -0.912008
3.56612 -0.411895 -0.911231
3.56801 -0.413617 -0.910451
3.5699 -0.415338 -0.909667
3.5718 -0.417057 -0.90888
3.57369 -0.418775 -0.90809
3.57558 -0.420491 -0.907297
3.57747 -0.422205 -0.9065
3.57936 -0.423918 -0.9057
3.58125 -0.42563 -0.904897
3.58314 -0.42734 -0.904091
3.58503 -0.429048 -0.903282
3.58692 -0.430755 -0.902469
3.58881 -0.432461 -0.901653
3.5907 -0.434165 -0.900834
3.59259 -0.435867 -0.900011
3.59448 -0.437568 -0.899185
3.59637 -0.439267 -0.898357
3.59826 -0.440965 -0.897525
3.60015 -0.442661 -0.896689
3.60204 -0.444355 -0.895851
3.60394 -0.446048 -0.895009
3.60583 -0.447739 -0.894164
3.60772 -0.449429 -0.893316
3.60961 -0.451117 -0.892465
3.6115 -0.452803 -0.89161
3.61339 -0.454488 -0.890753
3.61528 -0.456172 -0.889892
3.61717 -0.457853 -0.889028
3.61906 -0.459533 -0.888161
3.62095 -0.461211 -0.88729
3.62284 -0.462888 -0.886417
3.62473 -0.464563 -0.88554
3.62662 -0.466237 -0.88466
3.62851 -0.467908 -0.883777
3.6304 -0.469578 -0.882891
3.63229 -0.471247 -0.882002
3.63418 -0.472913 -0.881109
3.63608 -0.474578 -0.880213
3.63797 -0.476241 -0.879315
3.63986 -0.477903 -0.878413
3.64175 -0.479563 -0.877508
3.64364 -0.481221 -0.876599
3.64553 -0.482877 -0.875688
3.64742 -0.484532 -0.874773
3.64931 -0.486185 -0.873856
3.6512 -0.487836 -0.872935
3.65309 -0.489486 -0.872011
3.65498 -0.491134 -0.871084
3.65687 -0.49278 -0.870154
3.65876 -0.494424 -0.869221
3.66065 -0.496066 -0.868285
3.66254 -0.497707 -0.867345
3.66443 -0.499346 -0.866403
3.66632 -0.500983 -0.865457
3.66822 -0.502618 -0.864508
3.67011 -0.504252 -0.863557
3.672 -0.505884 -0.862602
3.67389 -0.507513 -0.861644
3.67578 -0.509142 -0.860683
3.67767 -0.510768 -0.859719
3.67956 -0.512392 -0.858752
3.68145 -0.514015 -0.857781
3.68334 -0.515636 -0.856808
3.68523 -0.517255 -0.855832
3.68712 -0.518872 -0.854852
3.68901 -0.520487 -0.85387
3.6909 -0.5221 -0.852884
3.69279 -0.523712 -0.851895
3.69468 -0.525322 -0.850904
3.69657 -0.526929 -0.849909
3.69846 -0.528535 -0.848911
3.70036 -0.530139 -0.847911
3.70225 -0.531741 -0.846907
3.70414 -0.533341 -0.8459
3.70603 -0.53494 -0.84489
3.70792 -0.536536 -0.843877
3.70981 -0.538131 -0.842861
3.7117 -0.539723 -0.841843
3.71359 -0.541314 -0.840821
3.71548 -0.542902 -0.839796
3.71737 -0.544489 -0.838768
3.71926 -0.546074 -0.837737
3.72115 -0.547657 -0.836703
3.72304 -0.549238 -0.835666
3.72493 -0.550817 -0.834626
3.72682 -0.552394 -0.833583
3.72871 -0.553969 -0.832538
3.7306 -0.555542 -0.831489
3.7325 -0.557113 -0.830437
3.73439 -0.558682 -0.829382
3.73628 -0.560249 -0.828325
3.73817 -0.561814 -0.827264
3.74006 -0.563377 -0.8262
3.74195 -0.564938 -0.825134
3.74384 -0.566497 -0.824064
3.74573 -0.568054 -0.822992
3.74762 -0.569608 -0.821916
3.74951 -0.571161 -0.820838
3.7514 -0.572712 -0.819757
3.75329 -0.574261 -0.818672
3.75518 -0.575808 -0.817585
3.75707 -0.577352 -0.816495
3.75896 -0.578895 -0.815402
3.76085 -0.580436 -0.814306
3.76274 -0.581974 -0.813207
3.76464 -0.58351 -0.812106
3.76653 -0.585045 -0.811001
3.76842 -0.586577 -0.809893
3.77031 -0.588107 -0.808783
3.7722 -0.589635 -0.80767
3.77409 -0.591161 -0.806554
3.77598 -0.592685 -0.805434
3.77787 -0.594207 -0.804313
3.77976 -0.595726 -0.803188
3.78165 -0.597244 -0.80206
3.78354 -0.598759 -0.800929
3.78543 -0.600272 -0.799796
3.78732 -0.601783 -0.79866
3.78921 -0.603292 -0.797521
3.7911 -0.604799 -0.796379
3.79299 -0.606303 -0.795234
3.79488 -0.607805 -0.794086
3.79678 -0.609306 -0.792935
3.79867 -0.610804 -0.791782
3.80056 -0.6123 -0.790626
3.80245 -0.613793 -0.789467
3.80434 -0.615285 -0.788305
3.80623 -0.616774 -0.78714
3.80812 -0.618261 -0.785973
3.81001 -0.619746 -0.784803
3.8119 -0.621228 -0.78363
3.81379 -0.622709 -0.782454
3.81568 -0.624187 -0.781275
3.81757 -0.625663 -0.780094
3.81946 -0.627137 -0.778909
3.82135 -0.628608 -0.777722
3.82324 -0.630077 -0.776532
3.82513 -0.631544 -0.77534
3.82702 -0.633009 -0.774144
3.82891 -0.634472 -0.772946
3.83081 -0.635932 -0.771745
3.8327 -0.63739 -0.770542
3.83459 -0.638845 -0.769335
3.83648 -0.640299 -0.768126
3.83837 -0.64175 -0.766914
3.84026 -0.643198 -0.7657
3.84215 -0.644645 -0.764482
3.84404 -0.646089 -0.763262
3.84593 -0.647531 -0.762039
3.84782 -0.64897 -0.760814
3.84971 -0.650408 -0.759585
3.8516 -0.651843 -0.758354
3.85349 -0.653275 -0.757121
3.85538 -0.654705 -0.755884
3.85727 -0.656133 -0.754645
3.85916 -0.657559 -0.753403
3.86105 -0.658982 -0.752159
3.86295 -0.660403 -0.750911
3.86484 -0.661821 -0.749662
3.86673 -0.663237 -0.748409
3.86862 -0.664651 -0.747154
3.87051 -0.666063 -0.745896
3.8724 -0.667472 -0.744635
3.87429 -0.668878 -0.743372
3.87618 -0.670282 -0.742106
3.87807 -0.671684 -0.740838
3.87996 -0.673084 -0.739566
3.88185 -0.674481 -0.738293
3.88374 -0.675875 -0.737016
3.88563 -0.677267 -0.735737
3.88752 -0.678657 -0.734455
3.88941 -0.680045 -0.733171
3.8913 -0.681429 -0.731884
3.89319 -0.682812 -0.730594
3.89509 -0.684192 -0.729302
3.89698 -0.68557 -0.728007
3.89887 -0.686945 -0.72671
3.90076 -0.688317 -0.72541
3.90265 -0.689688 -0.724107
3.90454 -0.691055 -0.722802
3.90643 -0.692421 -0.721494
3.90832 -0.693783 -0.720184
3.91021 -0.695144 -0.718871
3.9121 -0.696502 -0.717555
3.91399 -0.697857 -0.716237
3.91588 -0.69921 -0.714917
3.91777 -0.70056 -0.713593
3.91966 -0.701908 -0.712268
3.92155 -0.703253 -0.710939
3.92344 -0.704596 -0.709608
3.92533 -0.705937 -0.708275
3.92723 -0.707274 -0.706939
3.92912 -0.70861 -0.705601
3.93101 -0.709942 -0.70426
3.9329 -0.711272 -0.702916
3.93479 -0.7126 -0.70157
3.93668 -0.713925 -0.700222
3.93857 -0.715248 -0.698871
3.94046 -0.716568 -0.697517
3.94235 -0.717885 -0.696161
3.94424 -0.7192 -0.694803
3.94613 -0.720512 -0.693442
3.94802 -0.721822 -0.692079
3.94991 -0.723129 -0.690713
3.9518 -0.724434 -0.689344
3.95369 -0.725736 -0.687974
3.95558 -0.727035 -0.6866
3.95747 -0.728332 -0.685224
3.95937 -0.729626 -0.683846
3.96126 -0.730918 -0.682466
3.96315 -0.732207 -0.681083
3.96504 -0.733493 -0.679697
3.96693 -0.734777 -0.678309
3.96882 -0.736058 -0.676919
3.97071 -0.737336 -0.675526
3.9726 -0.738612 -0.674131
3.97449 -0.739885 -0.672733
3.97638 -0.741156 -0.671333
3.97827 -0.742424 -0.669931
3.98016 -0.743689 -0.668526
3.98205 -0.744951 -0.667119
3.98394 -0.746211 -0.665709
3.98583 -0.747469 -0.664297
3.98772 -0.748723 -0.662883
3.98961 -0.749975 -0.661466
3.99151 -0.751224 -0.660047
3.9934 -0.752471 -0.658626
3.99529 -0.753715 -0.657202
3.99718 -0.754956 -0.655776
3.99907 -0.756194 -0.654347
4.00096 -0.75743 -0.652916
4.00285 -0.758663 -0.651483
4.00474 -0.759893 -0.650048
4.00663 -0.761121 -0.64861
4.00852 -0.762346 -0.64717
4.01041 -0.763568 -0.645727
4.0123 -0.764788 -0.644283
4.01419 -0.766004 -0.642836
4.01608 -0.767218 -0.641386
4.01797 -0.768429 -0.639935
4.01986 -0.769638 -0.638481
4.02175 -0.770844 -0.637024
4.02365 -0.772047 -0.635566
4.02554 -0.773247 -0.634105
4.02743 -0.774444 -0.632642
4.02932 -0.775639 -0.631177
4.03121 -0.776831 -0.629709
4.0331 -0.77802 -0.62824
4.03499 -0.779206 -0.626767
4.03688 -0.78039 -0.625293
4.03877 -0.781571 -0.623817
4.04066 -0.782749 -0.622338
4.04255 -0.783924 -0.620857
4.04444 -0.785096 -0.619374
4.04633 -0.786266 -0.617888
4.04822 -0.787433 -0.616401
4.05011 -0.788597 -0.614911
4.052 -0.789758 -0.613419
4.05389 -0.790916 -0.611925
4.05579 -0.792071 -0.610428
4.05768 -0.793224 -0.60893
4.05957 -0.794374 -0.607429
4.06146 -0.795521 -0.605926
4.06335 -0.796665 -0.604421
4.06524 -0.797806 -0.602914
4.06713 -0.798945 -0.601404
4.06902 -0.80008 -0.599893
4.07091 -0.801213 -0.598379
4.0728 -0.802343 -0.596863
4.07469 -0.80347 -0.595345
4.07658 -0.804594 -0.593825
4.07847 -0.805715 -0.592303
4.08036 -0.806834 -0.590779
4.08225 -0.807949 -0.589252
4.08414 -0.809062 -0.587724
4.08603 -0.810171 -0.586193
4.08793 -0.811278 -0.58466
4.08982 -0.812382 -0.583126
4.09171 -0.813483 -0.581589
4.0936 -0.814581 -0.58005
4.09549 -0.815676 -0.578509
4.09738 -0.816769 -0.576965
4.09927 -0.817858 -0.57542
4.10116 -0.818944 -0.573873
4.10305 -0.820028 -0.572324
4.10494 -0.821108 -0.570772
4.10683 -0.822186 -0.569219
4.10872 -0.823261 -0.567663
4.11061 -0.824332 -0.566106
4.1125 -0.825401 -0.564547
4.11439 -0.826467 -0.562985
4.11628 -0.82753 -0.561422
4.11817 -0.82859 -0.559856
4.12007 -0.829647 -0.558288
4.12196 -0.830701 -0.556719
4.12385 -0.831752 -0.555147
4.12574 -0.8328 -0.553574
4.12763 -0.833845 -0.551998
4.12952 -0.834887 -0.550421
4.13141 -0.835926 -0.548842
4.1333 -0.836962 -0.54726
4.13519 -0.837996 -0.545677
4.13708 -0.839026 -0.544092
4.13897 -0.840053 -0.542504
4.14086 -0.841077 -0.540915
4.14275 -0.842098 -0.539324
4.14464 -0.843116 -0.537731
4.14653 -0.844131 -0.536136
4.14842 -0.845144 -0.534539
4.15031 -0.846153 -0.532941
4.15221 -0.847159 -0.53134
4.1541 -0.848162 -0.529737
4.15599 -0.849162 -0.528133
4.15788 -0.850159 -0.526527
4.15977 -0.851153 -0.524918
4.16166 -0.852144 -0.523308
4.16355 -0.853131 -0.521696
4.16544 -0.854116 -0.520082
4.16733 -0.855098 -0.518467
4.16922 -0.856077 -0.516849
4.17111 -0.857052 -0.51523
4.173 -0.858025 -0.513608
4.17489 -0.858994 -0.511985
4.17678 -0.859961 -0.51036
4.17867 -0.860924 -0.508734
4.18056 -0.861884 -0.507105
4.18245 -0.862841 -0.505475
4.18435 -0.863796 -0.503843
4.18624 -0.864747 -0.502209
4.18813 -0.865694 -0.500573
4.19002 -0.866639 -0.498935
4.19191 -0.867581 -0.497296
4.1938 -0.86852 -0.495655
4.19569 -0.869455 -0.494012
4.19758 -0.870388 -0.492367
4.19947 -0.871317 -0.490721
4.20136 -0.872243 -0.489073
4.20325 -0.873166 -0.487423
4.20514 -0.874086 -0.485771
4.20703 -0.875003 -0.484118
4.20892 -0.875917 -0.482462
4.21081 -0.876827 -0.480806
4.2127 -0.877735 -0.479147
4.21459 -0.878639 -0.477487
4.21648 -0.87954 -0.475825
4.21838 -0.880438 -0.474161
4.22027 -0.881333 -0.472496
4.22216 -0.882225 -0.470829
4.22405 -0.883113 -0.46916
4.22594 -0.883999 -0.467489
4.22783 -0.884881 -0.465817
4.22972 -0.88576 -0.464143
4.23161 -0.886636 -0.462468
4.2335 -0.887509 -0.460791
4.23539 -0.888378 -0.459112
4.23728 -0.889245 -0.457432
4.23917 -0.890108 -0.45575
4.24106 -0.890968 -0.454066
4.24295 -0.891825 -0.452381
4.24484 -0.892678 -0.450694
4.24673 -0.893529 -0.449006
4.24862 -0.894376 -0.447315
4.25052 -0.89522 -0.445624
4.25241 -0.896061 -0.44393
4.2543 -0.896899 -0.442236
4.25619 -0.897733 -0.440539
4.25808 -0.898565 -0.438841
4.25997 -0.899393 -0.437142
4.26186 -0.900218 -0.43544
4.26375 -0.901039 -0.433738
4.26564 -0.901858 -0.432033
4.26753 -0.902673 -0.430328
4.26942 -0.903485 -0.42862
4.27131 -0.904293 -0.426911
4.2732 -0.905099 -0.425201
4.27509 -0.905901 -0.423489
4.27698 -0.9067 -0.421776
4.27887 -0.907496 -0.420061
4.28076 -0.908289 -0.418344
4.28266 -0.909078 -0.416626
4.28455 -0.909864 -0.414907
4.28644 -0.910647 -0.413186
4.28833 -0.911426 -0.411463
4.29022 -0.912203 -0.40974
4.29211 -0.912976 -0.408014
4.294 -0.913745 -0.406288
4.29589 -0.914512 -0.404559
4.29778 -0.915275 -0.40283
4.29967 -0.916035 -0.401098
4.30156 -0.916792 -0.399366
4.30345 -0.917545 -0.397632
4.30534 -0.918295 -0.395897
4.30723 -0.919042 -0.39416
4.30912 -0.919786 -0.392421
4.31101 -0.920526 -0.390682
4.3129 -0.921263 -0.388941
4.3148 -0.921996 -0.387198
4.31669 -0.922727 -0.385455
4.31858 -0.923454 -0.383709
4.32047 -0.924178 -0.381963
4.32236 -0.924898 -0.380215
4.32425 -0.925615 -0.378466
4.32614 -0.926329 -0.376715
4.32803 -0.92704 -0.374963
4.32992 -0.927747 -0.37321
4.33181 -0.928451 -0.371455
4.3337 -0.929152 -0.369699
4.33559 -0.929849 -0.367942
4.33748 -0.930543 -0.366183
4.33937 -0.931233 -0.364423
4.34126 -0.931921 -0.362662
4.34315 -0.932605 -0.360899
4.34504 -0.933285 -0.359136
4.34694 -0.933963 -0.357371
4.34883 -0.934637 -0.355604
4.35072 -0.935307 -0.353837
4.35261 -0.935975 -0.352068
4.3545 -0.936639 -0.350297
4.35639 -0.937299 -0.348526
4.35828 -0.937956 -0.346753
4.36017 -0.93861 -0.344979
4.36206 -0.939261 -0.343204
4.36395 -0.939908 -0.341428
4.36584 -0.940552 -0.33965
4.36773 -0.941192 -0.337872
4.36962 -0.941829 -0.336092
4.37151 -0.942463 -0.33431
4.3734 -0.943093 -0.332528
4.37529 -0.94372 -0.330744
4.37718 -0.944344 -0.32896
4.37908 -0.944964 -0.327174
4.38097 -0.945581 -0.325387
4.38286 -0.946195 -0.323598
4.38475 -0.946805 -0.321809
4.38664 -0.947411 -0.320018
4.38853 -0.948015 -0.318226
4.39042 -0.948615 -0.316434
4.39231 -0.949211 -0.31464
4.3942 -0.949804 -0.312844
4.39609 -0.950394 -0.311048
4.39798 -0.950981 -0.309251
4.39987 -0.951563 -0.307452
4.40176 -0.952143 -0.305653
4.40365 -0.952719 -0.303852
4.40554 -0.953292 -0.30205
4.40743 -0.953861 -0.300248
4.40932 -0.954427 -0.298444
4.41122 -0.95499 -0.296639
4.41311 -0.955549 -0.294833
4.415 -0.956105 -0.293026
4.41689 -0.956657 -0.291218
4.41878 -0.957206 -0.289408
4.42067 -0.957751 -0.287598
4.42256 -0.958293 -0.285787
4.42445 -0.958832 -0.283975
4.42634 -0.959367 -0.282161
4.42823 -0.959899 -0.280347
4.43012 -0.960427 -0.278532
4.43201 -0.960952 -0.276716
4.4339 -0.961473 -0.274898
4.43579 -0.961991 -0.27308
4.43768 -0.962506 -0.271261
4.43957 -0.963017 -0.269441
4.44146 -0.963525 -0.26762
4.44336 -0.964029 -0.265798
4.44525 -0.96453 -0.263974
4.44714 -0.965027 -0.26215
4.44903 -0.965521 -0.260326
4.45092 -0.966011 -0.2585
4.45281 -0.966498 -0.256673
4.4547 -0.966982 -0.254845
4.45659 -0.967462 -0.253017
4.45848 -0.967939 -0.251187
4.46037 -0.968412 -0.249357
4.46226 -0.968881 -0.247525
4.46415 -0.969348 -0.245693
4.46604 -0.96981 -0.24386
4.46793 -0.97027 -0.242026
4.46982 -0.970726 -0.240191
4.47171 -0.971178 -0.238356
4.4736 -0.971627 -0.236519
4.4755 -0.972072 -0.234682
4.47739 -0.972514 -0.232844
4.47928 -0.972953 -0.231004
4.48117 -0.973388 -0.229165
4.48306 -0.973819 -0.227324
4.48495 -0.974247 -0.225482
4.48684 -0.974672 -0.22364
4.48873 -0.975093 -0.221797
4.49062 -0.97551 -0.219953
4.49251 -0.975925 -0.218108
4.4944 -0.976335 -0.216263
4.49629 -0.976742 -0.214417
4.49818 -0.977146 -0.21257
4.50007 -0.977546 -0.210722
4.50196 -0.977943 -0.208874
4.50385 -0.978336 -0.207024
4.50574 -0.978725 -0.205174
4.50764 -0.979112 -0.203324
4.50953 -0.979494 -0.201472
4.51142 -0.979873 -0.19962
4.51331 -0.980249 -0.197767
4.5152 -0.980621 -0.195913
4.51709 -0.98099 -0.194059
4.51898 -0.981355 -0.192204
4.52087 -0.981717 -0.190348
4.52276 -0.982075 -0.188492
4.52465 -0.982429 -0.186635
4.52654 -0.98278 -0.184777
4.52843 -0.983128 -0.182919
4.53032 -0.983472 -0.18106
4.53221 -0.983813 -0.1792
4.5341 -0.98415 -0.17734
4.53599 -0.984483 -0.175479
4.53788 -0.984813 -0.173617
4.53978 -0.98514 -0.171755
4.54167 -0.985463 -0.169893
4.54356 -0.985782 -0.168029
4.54545 -0.986098 -0.166165
4.54734 -0.98641 -0.164301
4.54923 -0.986719 -0.162435
4.55112 -0.987025 -0.16057
4.55301 -0.987326 -0.158703
4.5549 -0.987625 -0.156836
4.55679 -0.987919 -0.154969
4.55868 -0.988211 -0.153101
4.56057 -0.988498 -0.151232
4.56246 -0.988782 -0.149363
4.56435 -0.989063 -0.147493
4.56624 -0.98934 -0.145623
4.56813 -0.989614 -0.143753
4.57002 -0.989884 -0.141881
4.57192 -0.99015 -0.14001
4.57381 -0.990413 -0.138137
4.5757 -0.990672 -0.136265
4.57759 -0.990928 -0.134392
4.57948 -0.991181 -0.132518
4.58137 -0.991429 -0.130644
4.58326 -0.991675 -0.128769
4.58515 -0.991916 -0.126894
4.58704 -0.992154 -0.125019
4.58893 -0.992389 -0.123143
4.59082 -0.99262 -0.121266
4.59271 -0.992848 -0.119389
4.5946 -0.993071 -0.117512
4.59649 -0.993292 -0.115634
4.59838 -0.993509 -0.113756
4.60027 -0.993722 -0.111878
4.60216 -0.993932 -0.109999
4.60406 -0.994138 -0.108119
4.60595 -0.994341 -0.10624
4.60784 -0.99454 -0.10436
4.60973 -0.994735 -0.102479
4.61162 -0.994927 -0.100598
4.61351 -0.995116 -0.0987173
4.6154 -0.9953 -0.0968357
4.61729 -0.995482 -0.0949539
4.61918 -0.995659 -0.0930716
4.62107 -0.995834 -0.0911891
4.62296 -0.996004 -0.0893062
4.62485 -0.996171 -0.087423
4.62674 -0.996335 -0.0855395
4.62863 -0.996495 -0.0836557
4.63052 -0.996651 -0.0817716
4.63241 -0.996804 -0.0798872
4.6343 -0.996953 -0.0780025
4.63619 -0.997099 -0.0761176
4.63809 -0.997241 -0.0742323
4.63998 -0.99738 -0.0723468
4.64187 -0.997515 -0.0704611
4.64376 -0.997646 -0.0685751
4.64565 -0.997774 -0.0666888
4.64754 -0.997898 -0.0648023
4.64943 -0.998019 -0.0629156
4.65132 -0.998136 -0.0610286
4.65321 -0.99825 -0.0591415
4.6551 -0.99836 -0.0572541
4.65699 -0.998466 -0.0553665
4.65888 -0.998569 -0.0534787
4.66077 -0.998668 -0.0515907
4.66266 -0.998764 -0.0497026
4.66455 -0.998856 -0.0478142
4.66644 -0.998945 -0.0459257
4.66833 -0.99903 -0.044037
4.67023 -0.999111 -0.0421482
4.67212 -0.999189 -0.0402592
4.67401 -0.999264 -0.0383701
4.6759 -0.999334 -0.0364808
4.67779 -0.999402 -0.0345915
4.67968 -0.999465 -0.0327019
4.68157 -0.999525 -0.0308123
4.68346 -0.999582 -0.0289226
4.68535 -0.999635 -0.0270327
4.68724 -0.999684 -0.0251428
4.68913 -0.99973 -0.0232527
4.69102 -0.999772 -0.0213626
4.69291 -0.99981 -0.0194724
4.6948 -0.999845 -0.0175822
4.69669 -0.999877 -0.0156918
4.69858 -0.999905 -0.0138015
4.70047 -0.999929 -0.011911
4.70237 -0.99995 -0.0100206
4.70426 -0.999967 -0.00813006
4.70615 -0.999981 -0.00623952
4.70804 -0.999991 -0.00434896
4.70993 -0.999997 -0.00245838
4.71182 -1 -0.000567799
4.71371 -0.999999 0.00132279
4.7156 -0.999995 0.00321337
4.71749 -0.999987 0.00510394
4.71938 -0.999976 0.00699449
4.72127 -0.999961 0.00888502
4.72316 -0.999942 0.0107755
4.72505 -0.99992 0.012666
4.72694 -0.999894 0.0145564
4.72883 -0.999865 0.0164467
4.73072 -0.999832 0.018337
4.73261 -0.999795 0.0202273
4.73451 -0.999755 0.0221174
4.7364 -0.999712 0.0240075
4.73829 -0.999665 0.0258975
4.74018 -0.999614 0.0277874
4.74207 -0.99956 0.0296772
4.74396 -0.999502 0.0315669
4.74585 -0.99944 0.0334565
4.74774 -0.999375 0.035346
4.74963 -0.999307 0.0372353
4.75152 -0.999234 0.0391245
4.75341 -0.999159 0.0410136
4.7553 -0.999079 0.0429025
4.75719 -0.998996 0.0447913
4.75908 -0.99891 0.0466799
4.76097 -0.99882 0.0485683
4.76286 -0.998726 0.0504566
4.76475 -0.998629 0.0523447
4.76665 -0.998528 0.0542326
4.76854 -0.998424 0.0561203
4.77043 -0.998316 0.0580078
4.77232 -0.998205 0.0598951
4.77421 -0.99809 0.0617822
4.7761 -0.997971 0.0636691
4.77799 -0.997849 0.0655557
4.77988 -0.997723 0.0674421
4.78177 -0.997594 0.0693282
4.78366 -0.997461 0.0712142
4.78555 -0.997325 0.0730998
4.78744 -0.997185 0.0749852
4.78933 -0.997041 0.0768703
4.79122 -0.996894 0.0787552
4.79311 -0.996743 0.0806398
4.795 -0.996589 0.0825241
4.79689 -0.996431 0.084408
4.79879 -0.99627 0.0862917
4.80068 -0.996105 0.0881751
4.80257 -0.995937 0.0900582
4.80446 -0.995764 0.0919409
4.80635 -0.995589 0.0938233
4.80824 -0.99541 0.0957054
4.81013 -0.995227 0.0975871
4.81202 -0.995041 0.0994685
4.81391 -0.994851 0.10135
4.8158 -0.994657 0.10323
