#N 	 estimated error
10 	 0.178203
20 	 0.110975
30 	 0.108191
40 	 0.0707465
50 	 0.0704618
60 	 0.066904
70 	 0.0535783
80 	 0.0576557
90 	 0.0462341
100 	 0.0433306
110 	 0.0439125
120 	 0.0442187
130 	 0.0397513
140 	 0.0368463
150 	 0.0367127
160 	 0.0382082
170 	 0.0400015
180 	 0.0327065
190 	 0.0348005
200 	 0.0336023
210 	 0.0316145
220 	 0.0328265
230 	 0.0316128
240 	 0.0335785
250 	 0.0306099
260 	 0.0281493
270 	 0.0301202
280 	 0.0272252
290 	 0.0276693
300 	 0.0280056
310 	 0.0275905
320 	 0.0243615
330 	 0.0239446
340 	 0.0240344
350 	 0.0247376
360 	 0.0241112
370 	 0.0239899
380 	 0.0233457
390 	 0.0234521
400 	 0.0254654
410 	 0.0225432
420 	 0.0224686
430 	 0.0219918
440 	 0.0219002
450 	 0.0229056
460 	 0.021768
470 	 0.0212301
480 	 0.0220433
490 	 0.0207674
500 	 0.0210062
510 	 0.021332
520 	 0.0208318
530 	 0.0193274
540 	 0.0206201
550 	 0.0202343
560 	 0.0196118
570 	 0.0196179
580 	 0.0203486
590 	 0.019513
600 	 0.0182164
610 	 0.0195129
620 	 0.0194148
630 	 0.0190902
640 	 0.0179357
650 	 0.0182214
660 	 0.0186368
670 	 0.0194048
680 	 0.0171455
690 	 0.0184995
700 	 0.0175565
710 	 0.0168326
720 	 0.0178418
730 	 0.0184512
740 	 0.0172357
750 	 0.0170885
760 	 0.0172555
770 	 0.017368
780 	 0.0169768
790 	 0.0174555
800 	 0.016992
810 	 0.0160988
820 	 0.0167131
830 	 0.0165304
840 	 0.0171584
850 	 0.0170739
860 	 0.0162119
870 	 0.0154197
880 	 0.015883
890 	 0.0159402
900 	 0.0160223
910 	 0.0159544
920 	 0.0157012
930 	 0.0157341
940 	 0.0153668
950 	 0.0151007
960 	 0.0151013
970 	 0.0150003
980 	 0.0151098
990 	 0.0152733
1000 	 0.0144198
1010 	 0.0143613
1020 	 0.0153937
1030 	 0.0152755
1040 	 0.014993
1050 	 0.0146066
1060 	 0.0152268
1070 	 0.0146379
1080 	 0.0141283
1090 	 0.0143401
1100 	 0.0140126
1110 	 0.0138266
1120 	 0.0147018
1130 	 0.0144698
1140 	 0.0138562
1150 	 0.0138927
1160 	 0.0136513
1170 	 0.0135828
1180 	 0.0140807
1190 	 0.0134353
1200 	 0.0138856
1210 	 0.0136635
1220 	 0.0135144
1230 	 0.0134519
1240 	 0.013077
1250 	 0.0133281
1260 	 0.0131693
1270 	 0.0133293
1280 	 0.0133122
1290 	 0.0128019
1300 	 0.0130197
1310 	 0.0131424
1320 	 0.0128769
1330 	 0.0127196
1340 	 0.0128378
1350 	 0.0128148
1360 	 0.0124603
1370 	 0.0130221
1380 	 0.0127043
1390 	 0.0125859
1400 	 0.0125257
1410 	 0.0125281
1420 	 0.0127783
1430 	 0.0125953
1440 	 0.0121022
1450 	 0.0126562
1460 	 0.0125526
1470 	 0.0124413
1480 	 0.0121378
1490 	 0.0123623
1500 	 0.0126943
1510 	 0.0124666
1520 	 0.0119923
1530 	 0.012004
1540 	 0.0121942
1550 	 0.011733
1560 	 0.0117374
1570 	 0.0121618
1580 	 0.0118554
1590 	 0.0120267
1600 	 0.0119638
1610 	 0.0117314
1620 	 0.0118095
1630 	 0.0116816
1640 	 0.0119187
1650 	 0.0116893
1660 	 0.0118978
1670 	 0.0118755
1680 	 0.0116102
1690 	 0.0117955
1700 	 0.0115615
1710 	 0.01145
1720 	 0.0111848
1730 	 0.011345
1740 	 0.0109187
1750 	 0.0113835
1760 	 0.0112284
1770 	 0.0111557
1780 	 0.011017
1790 	 0.0107579
1800 	 0.0112656
1810 	 0.0112821
1820 	 0.0110964
1830 	 0.0108102
1840 	 0.0110049
1850 	 0.0107742
1860 	 0.011286
1870 	 0.0108967
1880 	 0.0112164
1890 	 0.0111086
1900 	 0.0109623
1910 	 0.0109583
1920 	 0.01071
1930 	 0.0108372
1940 	 0.0108676
1950 	 0.0109237
1960 	 0.0105545
1970 	 0.0104449
1980 	 0.0105306
1990 	 0.0107547
2000 	 0.0105687
2010 	 0.0108948
2020 	 0.0106018
2030 	 0.0107772
2040 	 0.0102833
2050 	 0.0103196
2060 	 0.0104113
2070 	 0.0102731
2080 	 0.0104231
2090 	 0.010271
2100 	 0.0105176
2110 	 0.010769
2120 	 0.0101516
2130 	 0.0102444
2140 	 0.0102628
2150 	 0.0103294
2160 	 0.0102022
2170 	 0.00993442
2180 	 0.010259
2190 	 0.0103746
2200 	 0.0100861
2210 	 0.0101694
2220 	 0.00989814
2230 	 0.0100837
2240 	 0.0101258
2250 	 0.0100333
2260 	 0.0100974
2270 	 0.00989711
2280 	 0.0100546
2290 	 0.00973497
2300 	 0.0100139
2310 	 0.00993761
2320 	 0.00978519
2330 	 0.00976197
2340 	 0.00976394
2350 	 0.00953455
2360 	 0.00990177
2370 	 0.00977514
2380 	 0.00948143
2390 	 0.00987752
2400 	 0.00957256
2410 	 0.00966218
2420 	 0.00953009
2430 	 0.00958098
2440 	 0.00955426
2450 	 0.00963453
2460 	 0.00954737
2470 	 0.00967181
2480 	 0.00969232
2490 	 0.00937564
2500 	 0.00939587
2510 	 0.00948936
2520 	 0.00938254
2530 	 0.00948197
2540 	 0.00930081
2550 	 0.00942208
2560 	 0.00924991
2570 	 0.00955561
2580 	 0.00915378
2590 	 0.00937878
2600 	 0.00947009
2610 	 0.0093297
2620 	 0.00928514
2630 	 0.00948197
2640 	 0.00912375
2650 	 0.00916427
2660 	 0.00942474
2670 	 0.00919391
2680 	 0.00899349
2690 	 0.0089431
2700 	 0.00920013
2710 	 0.00909731
2720 	 0.00889575
2730 	 0.00921619
2740 	 0.00911287
2750 	 0.00908491
2760 	 0.00919307
2770 	 0.00912517
2780 	 0.00899134
2790 	 0.00883082
2800 	 0.00884501
2810 	 0.00908482
2820 	 0.00889713
2830 	 0.00887736
2840 	 0.00886099
2850 	 0.0089387
2860 	 0.00899053
2870 	 0.00899833
2880 	 0.00875214
2890 	 0.008854
2900 	 0.00889839
2910 	 0.00874462
2920 	 0.00874188
2930 	 0.00872286
2940 	 0.00874494
2950 	 0.00884979
2960 	 0.00869707
2970 	 0.0086195
2980 	 0.00873558
2990 	 0.00852144
3000 	 0.00860868
3010 	 0.0084851
3020 	 0.00860786
3030 	 0.008678
3040 	 0.00839046
3050 	 0.00860405
3060 	 0.00864378
3070 	 0.00859431
3080 	 0.00864999
3090 	 0.00845185
3100 	 0.00859004
3110 	 0.0085937
3120 	 0.00842926
3130 	 0.00828656
3140 	 0.00857814
3150 	 0.00848534
3160 	 0.00836188
3170 	 0.00852054
3180 	 0.00847152
3190 	 0.00839036
3200 	 0.00845996
3210 	 0.00841379
3220 	 0.00843044
3230 	 0.00823335
3240 	 0.00813368
3250 	 0.00840789
3260 	 0.00829684
3270 	 0.00838458
3280 	 0.00822934
3290 	 0.00818873
3300 	 0.00827783
3310 	 0.00818028
3320 	 0.00825005
3330 	 0.00821581
3340 	 0.00814781
3350 	 0.00828638
3360 	 0.00823177
3370 	 0.00822882
3380 	 0.00814967
3390 	 0.00814766
3400 	 0.00808535
3410 	 0.00816301
3420 	 0.00810475
3430 	 0.0079859
3440 	 0.00824456
3450 	 0.00793266
3460 	 0.00797812
3470 	 0.00806738
3480 	 0.00796927
3490 	 0.00805547
3500 	 0.00793704
3510 	 0.00805165
3520 	 0.00798438
3530 	 0.00785192
3540 	 0.00803481
3550 	 0.00805002
3560 	 0.0079506
3570 	 0.00798549
3580 	 0.00790513
3590 	 0.00787892
3600 	 0.00785609
3610 	 0.0078815
3620 	 0.00787244
3630 	 0.00796825
3640 	 0.00788009
3650 	 0.00785581
3660 	 0.00777051
3670 	 0.00787716
3680 	 0.00774321
3690 	 0.00787979
3700 	 0.00771113
3710 	 0.00778584
3720 	 0.00779816
3730 	 0.00777388
3740 	 0.00784495
3750 	 0.00778425
3760 	 0.00768455
3770 	 0.00783849
3780 	 0.00758103
3790 	 0.00766518
3800 	 0.00767271
3810 	 0.00771704
3820 	 0.00748216
3830 	 0.00781002
3840 	 0.00761181
